trial,dataset,community,hard_size,hard_share,soft_mass,soft_share,hard_anomaly_rate,soft_anomaly_rate,anomaly_lift,risk_tier,mean_total_score,mean_adhesion_score,mean_context_score,mean_context_raw,mean_assignment_prob_hard,prototype_norm,top_nodes_by_score
1,weibo,23,29,0.0034503271861986914,188.3226318359375,0.022406024013793872,0.2068965584039688,0.06939395365920237,0.6719541096006597,low-risk,-0.10688330233097076,-0.10229448974132538,-0.2294405698776245,0.006913971621543169,0.03250524401664734,0.2725081741809845,3978;6140;6338;5013;8086
1,weibo,30,8,0.0009518143961927424,186.99685668945312,0.022248287529976575,0.625,0.06922715924868308,0.670339009383755,low-risk,-0.0921209454536438,-0.0999438688158989,0.39114663004875183,0.04879182204604149,0.04149855673313141,0.26867935061454773,2364;5965;1800;3045;168
1,weibo,31,8,0.0009518143961927424,189.41481018066406,0.02253596789775896,0.0,0.06835550792548818,0.6618986531585409,low-risk,-0.06106486916542053,-0.06263753771781921,0.07863304018974304,0.027703087776899338,0.04024410992860794,0.27637040615081787,1978;6393;37;5356;7853
1,weibo,22,90,0.010707911957168352,191.5648193359375,0.022791769106000892,0.04444444552063942,0.06792206097499681,0.6577015085325563,low-risk,-0.03653082624077797,-0.0398222990334034,0.16457384824752808,0.03350246325135231,0.05092712491750717,0.29645413160324097,245;5055;883;217;7355
1,weibo,13,17,0.0020226055919095776,198.13287353515625,0.023573215173724717,0.05882352963089943,0.06761050447614432,0.6546846510293095,low-risk,-0.10714319348335266,-0.10221472382545471,-0.24642352759838104,0.005767946597188711,0.03288174048066139,0.3169104754924774,8274;101;6998;696;5109
1,weibo,2,4,0.0004759071980963712,181.73239135742188,0.021621938293565957,0.0,0.06730998554828119,0.6517746723072131,low-risk,-0.001902533695101738,-0.035377923399209976,1.6737697124481201,0.1353445053100586,0.06852394342422485,0.28196683526039124,6966;6149;8061;7913
1,weibo,16,8,0.0009518143961927424,196.2866668701172,0.023353559413458323,0.0,0.0671733716556258,0.6504518154622327,low-risk,-0.004569199867546558,-0.023511815816164017,0.9471307992935181,0.08631018549203873,0.07221218943595886,0.30628013610839844,2984;6577;4688;2810;3343
1,weibo,1,49,0.005829863176680547,205.7369842529297,0.024477927930152254,0.3265306055545807,0.06615428057093216,0.6405837735607683,low-risk,0.23490144312381744,0.21382997930049896,1.053572654724121,0.09349298477172852,0.09090540558099747,0.629382312297821,976;5475;6073;5263;803
1,weibo,20,2,0.0002379535990481856,200.9755096435547,0.023911422920113584,0.0,0.06534271594841341,0.6327252476438542,low-risk,-0.10819706320762634,-0.10321208834648132,-0.24924886226654053,0.0055772894993424416,0.029540138319134712,0.3320176601409912,3713;2951
1,weibo,25,189,0.02248661511005354,227.9791717529297,0.027124232213317036,0.042328041046857834,0.06497047639815237,0.6291207852611198,low-risk,0.03330286964774132,0.017193447798490524,0.8054711222648621,0.07675084471702576,0.29201677441596985,3.2717525959014893,5984;5523;2017;4196;6427
1,weibo,0,0,0.0,193.76673889160156,0.023053746447543315,nan,0.06470361278153687,0.6265366969590132,low-risk,nan,nan,nan,nan,nan,0.3085469901561737,
1,weibo,4,77,0.009161213563355145,200.55511474609375,0.023861405680677423,0.0,0.06338604141354866,0.6137784168967495,low-risk,-0.10338972508907318,-0.09761804342269897,-0.2885836958885193,0.002922936575487256,0.040113408118486404,0.3073243200778961,5461;4202;6550;3984;3028
1,weibo,5,1,0.0001189767995240928,200.4884796142578,0.023853477645955717,0.0,0.06315209385067432,0.6115130606514994,low-risk,-0.09784523397684097,-0.10191033780574799,0.2032553106546402,0.03611272573471069,0.03368484973907471,0.32451826333999634,8260
1,weibo,32,63,0.007495538370017847,238.52691650390625,0.028379169125985277,0.01587301678955555,0.05748004485908513,0.5565895921246531,low-risk,-0.013396202586591244,-0.014428437687456608,0.051611680537462234,0.02587966062128544,0.31781166791915894,0.8152868151664734,7143;3083;7144;1007;1860
2,weibo,33,7077,0.8419988102320047,2099.458740234375,0.24978688164596966,0.09029249846935272,0.18678728154968363,1.8086947758423493,elevated-risk,-0.034914009273052216,-0.03301034867763519,-0.09518314152956009,0.014547745697200298,0.2947237193584442,1.699601411819458,3947;2109;3706;7575;1454
2,weibo,4,270,0.032123735871505056,240.56336975097656,0.02862145981570215,0.24444444477558136,0.1699571395706003,1.645725490023196,elevated-risk,0.3289516568183899,0.316083163022995,0.6434241533279419,0.06239955872297287,0.26913636922836304,4.6811137199401855,2303;5245;5731;3734;2925
2,weibo,2,73,0.008685306365258775,182.894775390625,0.021760235025654374,0.42465752363204956,0.09854785285255972,0.9542565486585037,baseline-risk,0.042897094041109085,0.02109544910490513,1.090082049369812,0.09133699536323547,0.15998803079128265,0.7531211376190186,2425;7748;515;4773;7520
2,weibo,17,9,0.0010707911957168353,176.5899658203125,0.02101010896136972,0.3333333432674408,0.08022912384424835,0.7768730074317345,low-risk,2.779681444168091,2.7241315841674805,2.7774903774261475,0.20065835118293762,0.22485798597335815,0.857622504234314,2696;7286;684;6038;7735
2,weibo,30,20,0.002379535990481856,175.17166137695312,0.020841363637948022,0.15000000596046448,0.07909029377295619,0.7658455114297092,low-risk,0.8656058311462402,0.851202130317688,0.7201927900314331,0.06737314164638519,0.07384198904037476,0.6753824949264526,5212;2357;7114;5965;1574
2,weibo,26,13,0.0015466983938132064,171.30560302734375,0.020381392388738102,0.6153846383094788,0.07885487764914483,0.763565934845297,low-risk,-0.09016011655330658,-0.10030645877122879,0.507317066192627,0.053581658750772476,0.03181971609592438,0.28965333104133606,1072;5375;337;2971;4718
2,weibo,35,2,0.0002379535990481856,174.0986328125,0.020713698133551457,0.0,0.07814203727223272,0.7566633735197419,low-risk,3.6671762466430664,3.5091466903686523,7.901472091674805,0.5326234102249146,0.5205084681510925,0.79949551820755,1097;2319
2,weibo,27,86,0.010232004759071982,171.93650817871094,0.020456455464451035,0.0,0.07713044931198254,0.7468679857190856,low-risk,-0.10389656573534012,-0.09842189401388168,-0.2737339735031128,0.0029800531920045614,0.04155480116605759,0.29392576217651367,3038;4202;3176;3984;4111
2,weibo,29,22,0.0026174895895300417,172.56842041015625,0.020531638359328523,0.09090909361839294,0.07673566224972324,0.7430451917303599,low-risk,-0.10215482115745544,-0.09973731637001038,-0.12087556719779968,0.012883221730589867,0.03301217779517174,0.29636332392692566,7521;3853;907;332;6053
2,weibo,11,5,0.000594883997620464,173.23458862304688,0.020610896921242936,0.800000011920929,0.07667606545265057,0.7424681052465909,low-risk,4.807557582855225,4.6847662925720215,6.139550685882568,0.41847461462020874,0.3416248559951782,0.5925508737564087,7979;5664;965;7354;3886
2,weibo,8,33,0.003926234384295063,170.5116424560547,0.02028692950101781,0.1818181872367859,0.07648094131167167,0.7405786831644168,low-risk,0.07360698282718658,0.06987093389034271,0.18680228292942047,0.032816607505083084,0.06152261421084404,0.3290071487426758,7589;147;2956;3738;8216
2,weibo,32,15,0.001784651992861392,170.35972595214844,0.020268854961588156,0.2666666805744171,0.0744165574235658,0.7205888834158881,low-risk,-0.05957997590303421,-0.059755075722932816,0.008754272013902664,0.021281491965055466,0.04505622014403343,0.32857468724250793,5362;3045;6550;3963;1418
2,weibo,0,34,0.004045211183819155,170.04397583007812,0.020231288022614886,0.6470588445663452,0.07431122579003306,0.7195689383012047,low-risk,-0.09754495322704315,-0.0954633429646492,-0.10408004373311996,0.01397134643048048,0.04360964894294739,0.28248509764671326,3960;3619;7130;1648;4237
2,weibo,12,21,0.0024985127900059487,172.24159240722656,0.020492753409545098,0.6666666865348816,0.07423814385480094,0.7188612728040353,low-risk,1.1248239278793335,1.1003539562225342,1.2235028743743896,0.09998085349798203,0.09614726155996323,0.4890397787094116,4704;6143;1494;3439;5263
2,weibo,14,18,0.0021415823914336706,170.5996856689453,0.020297404600707353,0.4444444477558136,0.07301767097878774,0.7070432148688904,low-risk,0.6107537746429443,0.5800477266311646,1.535302996635437,0.12018132209777832,0.10034769773483276,0.40501925349235535,6598;2373;5439;561;1978
2,weibo,9,207,0.02462819750148721,191.7380828857422,0.022812383448630836,0.07729468494653702,0.07257433127103288,0.7027502768985587,low-risk,0.012171993963420391,0.009762185625731945,0.1204909011721611,0.028520524501800537,0.06479305028915405,0.7616077065467834,5311;480;5475;6619;1640
