param,value,is_baseline,AUROC_mean,AUROC_std,AUPRC_mean,AUPRC_std
tau_s,0.2,False,0.7353313121592272,0.0014878741994071576,0.26443523070003144,0.005351745424957847
tau_s,0.25,False,0.7396378018989824,0.004139982713536141,0.2661541408341243,0.003227886871549734
tau_s,0.3,False,0.7389341349348827,0.0047973992317280395,0.26698395744672104,0.004158911446088937
num_hops,1.0,False,0.7254628144575529,0.0033998684844951444,0.22496261181050006,0.0025716510050151765
num_hops,2.0,False,0.7263509857498752,0.0018190826033379413,0.24642743230829459,0.004571948250657866
num_hops,3.0,False,0.7367651506989595,0.004947860342458826,0.2571281654600102,0.0025111926717020718
num_hops,4.0,True,0.7347275601948778,0.004547153251052439,0.26211586202442777,0.0036313722669648516
num_hops,5.0,False,0.7358091154532471,0.0037512973459439738,0.2573059108561827,0.0035593143287455443
num_hops,6.0,False,0.7340863086515869,0.0007475135820518867,0.25607517552000303,0.0002217479836302904
num_hops,8.0,False,0.7326601716862577,0.0024184320665926614,0.25218841568892353,0.006113322767238758
num_hops,10.0,False,0.7268041886714873,0.001979113395082369,0.24603244820022774,0.0036961516574996155
num_hops,12.0,False,0.7255786283080031,0.004175777624672761,0.25033969482014035,0.0033515431011894785
num_hops,14.0,False,0.7263050191204578,0.001698111689499547,0.24285150478813666,0.006207960522392641
